SEA,BOS
SEA,PDX
SEA,SFO
SEA,SAN
SEA,ORD
SEA,FLL
SEA,IAD
LAX,HKG
SEA,LHR
LHR,SXF
HKG,SIN
SIN,SYD
HKG,TPE
HKG,FUK
HKG,KIX
HKG,HND
HKG,NRT
HKG,SHA
SEA,HND
SEA,NRT
SEA,YVR
PAE,HNL
